data,Qin,P1,T1,T2,RH1,P15
4/3/2011,1.725,0.4,-0.358,0.065,99.476,52.797
5/3/2011,1.878,1.4,-0.425,0.554,92.583,41.995
6/3/2011,2.67,12.8,4.104,4.713,75.708,55.582
7/3/2011,2.747,6.6,-2.2,-0.25,72.25,63.104
8/3/2011,2.151,8.6,-3.638,-1.283,66.458,60.653
9/3/2011,2.175,28.8,0.736,1.471,68.167,61.797
10/3/2011,2.305,23.4,4.004,5.329,65.708,84.266
11/3/2011,2.959,0,5.6,7.013,68.417,72.758
12/3/2011,3.303,0.2,4.044,6.175,72.542,55.072
13/03/2011,7.986,36.8,4.4,5.479,87.5,62.963
14/03/2011,23.574,13,7.392,8.75,96.625,105.938
15/03/2011,13.427,8.6,7.563,7.754,93.619,52.325
16/03/2011,23.768,36.8,7.367,8.688,91.167,17.802
17/03/2011,10.591,10.2,5.379,7.358,76.5,11.511
18/03/2011,6.677,0.2,7.042,8.525,82.583,6.157
19/03/2011,5.537,4.2,6.763,8.021,84.333,10.981
20/03/2011,4.44,0.2,1.533,3.671,65.708,30.183
21/03/2011,3.209,0,-0.25,1.875,76.417,33.891
22/03/2011,2.7,0,2.448,4.729,76.458,33.07
23/03/2011,2.426,0,6.042,7.829,67.625,18.578
24/03/2011,1.963,0,10.104,11.408,60.625,20.369
25/03/2011,1.898,0,10.177,13.075,54.417,28.011
26/03/2011,1.862,0,6.465,10.121,52.875,25.716
27/03/2011,1.623,1.4,7.046,9.654,65.042,49.511
28/03/2011,3.328,23,6.738,8.496,83.375,9.679
29/03/2011,3.253,8.2,6.783,8.288,84.5,26.002
30/03/2011,2.271,0.2,8.483,10.192,71.125,64.423
31/03/2011,2.42,0.2,9.942,11.613,66.5,8.212
1/4/2011,2.159,0,13.696,14.892,58.042,32.634
2/4/2011,2.182,0,15.071,16.683,62.083,24.798
3/4/2011,2.123,0,14.979,17.308,63.417,63.532
4/4/2011,2.032,0,13.396,16.15,58.417,4.985
5/4/2011,2.005,2.8,8.033,9.721,70.625,3.024
6/4/2011,1.749,0,11.771,13.4,61.583,14.525
7/4/2011,1.725,0,18.075,18.95,54.625,19.869
8/4/2011,1.836,0,19.346,20.125,51.75,11.171
9/4/2011,1.755,0,20.867,21.696,50.833,23.876
10/4/2011,1.505,0,15.563,17.838,57.625,72.556
11/4/2011,1.338,0,14.263,16.475,56.417,28.78
12/4/2011,1.37,0,13.921,17.288,54.917,21.437
13/04/2011,1.75,16.2,5.25,7.35,69.333,42.882
14/04/2011,1.096,1,6.15,8.179,72.708,22.044
15/04/2011,1.326,5,2.679,4.363,88.542,5.648
16/04/2011,1.18,0,4.382,6.892,76.25,2.834
17/04/2011,0.964,0,5.106,8.167,69.667,6.09
18/04/2011,0.926,0,6.288,9.55,67,7.175
19/04/2011,0.774,0,7.688,10.896,65.375,15.463
20/04/2011,0.836,0.2,9.461,12.396,64.458,24.307
21/04/2011,0.744,0,12.648,14.546,65,34.445
22/04/2011,0.766,0.2,12.583,14.046,69.083,25.69
23/04/2011,0.812,0.4,10.808,12.238,79.958,60.464
24/04/2011,0.872,3.2,10.463,11.742,87.042,43.88
25/04/2011,0.613,0.2,10.425,12.071,84.083,41.167
26/04/2011,0.686,0.2,8.846,10.438,83.208,80.056
27/04/2011,0.996,7.4,7.987,9.971,83.917,39.213
28/04/2011,0.854,3,7.022,8.47,91.739,37.968
29/04/2011,0.592,0.2,8.692,10.146,84.458,62.416
30/04/2011,0.87,4.2,7.446,8.65,94.375,22.463
1/5/2011,0.805,1.8,10.213,12.113,80.667,74.881
2/5/2011,0.775,0.2,12.865,14.508,78.833,10.265
3/5/2011,0.715,0.2,12.044,13.883,82.083,35.039
4/5/2011,0.862,9,8.678,10.022,89.261,25.49
5/5/2011,0.75,0.2,7.88,10.042,69.958,79.516
6/5/2011,0.641,0,10.752,11.77,70.391,36.417
7/5/2011,0.54,0.2,14.667,16.075,68.375,26.102
8/5/2011,0.678,0.2,14.975,16.913,61.333,38.052
9/5/2011,0.374,2,7.967,10.054,70,54.449
10/5/2011,0.453,0,11.571,13.583,66.875,57.096
11/5/2011,0.431,0,16.157,17.7,60.478,72.66
12/5/2011,0.445,0,17.946,19.996,54.333,80.782
13/05/2011,0.793,7,16.375,17.459,77.727,73.956
14/05/2011,0.524,0.2,16.446,18.552,57.783,28.758
15/05/2011,1.354,28.6,8.721,10.429,74.458,31.536
16/05/2011,2.613,7.6,8.35,10.704,69.13,3.095
17/05/2011,1.068,0,11.613,13.474,62.304,15.439
18/05/2011,0.509,0.2,12.154,14.587,69.739,64.661
19/05/2011,0.738,0.6,14.704,15.908,75.917,39.494
20/05/2011,0.637,0.4,15.542,16.817,76.304,34.941
21/05/2011,0.528,0.2,16.75,18.388,66.958,67.261
22/05/2011,0.493,0,17.288,18.75,66.625,34.53
23/05/2011,0.417,0.2,17.296,19.154,68.625,23.98
24/05/2011,0.265,0.2,17.688,19.713,67.542,19.126
25/05/2011,0.482,0,18.371,19.865,67.478,34.52
26/05/2011,0.396,0.2,19.45,20.846,69.792,23.797
27/05/2011,0.284,0,18.221,20.517,58.208,31.647
28/05/2011,0.268,0.2,13.817,15.979,65.375,23.123
29/05/2011,0.246,0.2,14.308,15.638,63.417,46.134
30/05/2011,0.262,0.2,16.446,17.854,62.292,45.505
31/05/2011,0.343,2.6,16.804,18.825,67.5,66.677
1/6/2011,0.301,0.8,14.196,15.779,82.75,69.458
2/6/2011,0.26,0.2,14.017,15.979,82.583,72.445
3/6/2011,0.227,0,15.109,17.148,78.304,57.63
4/6/2011,0.324,4.4,15.563,16.954,82.667,42.589
5/6/2011,0.993,20.2,15.075,15.867,87.125,61.403
6/6/2011,0.43,0,14.871,15.835,87.609,54.779
7/6/2011,0.989,8,14.396,16.046,91.625,25.621
8/6/2011,1.226,16.8,12.708,15.754,80.333,21.977
9/6/2011,0.584,0,13.058,15.536,66.318,11.491
10/6/2011,0.428,0,14.121,16.652,67.783,17.006
11/6/2011,0.539,1.8,14.483,15.708,81.625,34.732
12/6/2011,0.469,6.2,15.325,17.071,79.208,65.389
13/06/2011,0.406,0,15.508,16.825,85.875,10.24
14/06/2011,0.397,0,15.113,16.765,81.87,33.198
15/06/2011,0.327,0.2,17.383,19.317,71.375,11.878
16/06/2011,0.218,0.2,20.046,21.425,64.75,9.142
17/06/2011,0.327,0,17.75,20.05,64.909,2.655
18/06/2011,0.347,0,18.258,20.77,47.348,17.645
19/06/2011,0,1.4,16.158,19.354,57.208,2.815
20/06/2011,0.264,0.2,17.521,19.621,72.667,12.511
21/06/2011,0.21,0.2,20.646,22.187,71.739,1.848
22/06/2011,0.152,0,21.871,24.288,62.875,13.346
23/06/2011,0.135,0,21.488,23.704,56.083,16.359
24/06/2011,0.098,0,18.613,21.574,59.044,40.176
25/06/2011,0.121,0,16.546,18.314,59.909,16.155
26/06/2011,0.17,0,20.117,21.608,59.417,12.572
27/06/2011,0.148,0,21.671,23.122,70.174,42.686
28/06/2011,0.044,1,22.096,23.917,69,27.79
29/06/2011,0.113,0,22.592,24.45,70.375,28.564
30/06/2011,0.191,0.2,19.071,21.126,80.522,13.423
1/7/2011,0.122,1,17.55,19.052,81.174,29.047
2/7/2011,0.074,0.6,13.504,15.044,81.348,10.983
3/7/2011,0.043,0.2,17.421,18.492,63.833,25.102
4/7/2011,0.139,0.2,18.533,20.722,68.304,22.682
5/7/2011,0.211,22.8,16.921,18.621,83.083,32.718
6/7/2011,0.191,0.2,20.287,22.03,68.13,4.891
7/7/2011,0.002,0,21.642,24.43,56.435,2.614
8/7/2011,0.231,0,21.487,23.707,62.533,33.912
9/7/2011,0,0,23.075,25.339,56.087,17.415
10/7/2011,0.055,0,24.054,25.942,58.917,1.197
11/7/2011,0.056,0,23.788,25.679,64.958,21.175
12/7/2011,0.01,0.2,24.567,26.052,70.913,3.432
13/07/2011,0.089,0,25.821,27.725,53.5,12.965
14/07/2011,0,0,21.842,24.042,54,16.412
15/07/2011,0,0,18.8,21.361,55.217,17.384
16/07/2011,0,0,18.975,21.413,56.087,21.437
17/07/2011,0.056,0,18.967,21.829,54.208,29.401
18/07/2011,0,0,17.028,19.924,54.588,49.749
19/07/2011,0.411,8.2,16.467,18.725,64.042,39.407
20/07/2011,0,8,13.321,16.438,62.667,34.402
21/07/2011,0.192,0,15.65,18.11,53.429,22.364
22/07/2011,0,0,16.896,18.965,48.95,17.416
23/07/2011,0,0,16.371,19.371,52.292,23.66
24/07/2011,0.195,14.8,12.321,13.996,76.125,11.532
25/07/2011,0.042,1.2,12.425,13.996,76.087,21.015
26/07/2011,0.084,0.6,15.079,16.513,72.826,35.011
27/07/2011,0.325,21.2,13.971,15.717,85.083,24.125
28/07/2011,0.321,3.8,14.142,16.104,79.958,7.855
29/07/2011,0.15,0.4,16.563,18.365,76.348,8.717
30/07/2011,0.038,0.4,18.567,21.108,64.375,4.514
31/07/2011,0,6.4,17.229,18.379,73.958,8.472
1/8/2011,0.129,0.2,18.017,19.9,76.25,4.093
2/8/2011,0.073,0.4,21.088,22.738,69.917,1.051
3/8/2011,0,0,21.017,23.622,64.174,5.702
4/8/2011,0,0,21.213,23.477,61.909,2.885
5/8/2011,0.061,0.4,21.5,23.478,71.783,2.122
6/8/2011,0.001,0.2,22.033,24.596,65.833,4.434
7/8/2011,0.063,0,21.25,23.846,55.708,2.229
8/8/2011,0.034,0,18.65,22.088,55.208,10.484
9/8/2011,0,0,18.138,20.146,56.708,10.707
10/8/2011,0,0,16.142,18.571,63.917,55.125
11/8/2011,0,0,18.363,20.175,57.292,7.135
12/8/2011,0,0.2,19.775,21.821,55.25,0.32
13/08/2011,0.016,0,20.7,22.6,54.5,1.113
14/08/2011,0,0.2,22.683,23.992,63.708,0.502
15/08/2011,0.04,0,21.246,23.196,66.583,66.136
16/08/2011,0,0,21.417,23.504,66.792,1.395
17/08/2011,0.021,0.2,22.521,24.179,63.667,0.326
18/08/2011,0,0,24.396,26.342,60.875,1.298
19/08/2011,0,0,25.463,27.946,50.708,7.778
20/08/2011,0.032,3.2,25.596,27.708,54.833,0.136
21/08/2011,0,0.4,26.358,27.954,61.833,41.902
22/08/2011,0,0,26.763,27.713,54.167,57.258
23/08/2011,0,0,27.479,29.246,49.25,4.696
24/08/2011,0.023,0,27.191,28.5,43.739,13.872
25/08/2011,0,0,27.067,28.422,42.739,3.171
26/08/2011,0,0,26.996,28.748,41,51.064
27/08/2011,0,4.4,20.4,22.704,39.875,10.953
28/08/2011,0.012,0,20.138,22.083,52.625,21.29
29/08/2011,0.041,0.2,21.046,22.721,60.792,8.058
30/08/2011,0,0,18.992,22.121,50.208,15.734
31/08/2011,0,0,20.252,22.436,57.682,10.75
1/9/2011,0.091,0,21.508,24.342,55.25,43.403
2/9/2011,0,0,22.996,24.513,56.917,10.792
3/9/2011,0.062,0,22.804,24.042,69.75,41.952
4/9/2011,0.014,1.2,20.513,22.65,65.542,30.789
5/9/2011,0,0.4,17.354,20.374,56.391,3.063
6/9/2011,0.056,0,17.954,20.017,65.958,7.367
7/9/2011,0,0,18.204,20.488,65.083,6.493
8/9/2011,0,0,20.467,22.038,58.5,9.468
9/9/2011,0,0,22.692,24.571,56.708,4.551
10/9/2011,0.011,0.2,22.8,24.196,67.542,7.714
11/9/2011,0.056,0,22.667,24.55,60.333,6.445
12/9/2011,0,0,21.921,24.642,54.75,19.853
13/09/2011,0,0.2,21.038,23.175,68.792,69.106
14/09/2011,0.033,0,22.704,23.839,72.739,5.425
15/09/2011,0,0,23.429,25.454,60.208,88.211
16/09/2011,0,0,22.896,24.604,51.5,15.556
17/09/2011,0.08,0,21.929,24.383,51.917,6.363
18/09/2011,0.059,14.8,17.329,19.663,67.958,88.937
19/09/2011,0.652,45.4,11.275,13.248,73.217,24.442
20/09/2011,1.236,35.8,9.65,11.604,84.333,6.689
21/09/2011,0.077,0.4,15.238,16.717,73.958,46.053
22/09/2011,0.134,0.2,17.179,18.358,73.75,0.21
23/09/2011,0,0.2,16.458,18.271,79.083,25.677
24/09/2011,0.091,0.4,16.475,18.225,78.458,0.969
25/09/2011,0,0.2,16.626,18.309,78.826,0.603
26/09/2011,0,0.2,16.358,18.296,74.958,0.644
27/09/2011,0,0.4,16.608,17.788,75.042,78.156
28/09/2011,0,0.2,15.275,17.488,78.667,23.098
29/09/2011,0,0.4,14.983,16.954,77.708,42.526
30/09/2011,0.02,0.2,15.046,17.008,74.583,30.951
1/10/2011,0,0.4,16.829,18.325,70.708,18.616
2/10/2011,0.079,0,17.446,19.167,71.292,24.105
3/10/2011,0,0.4,18.279,19.271,65.5,21.054
4/10/2011,0.062,0,18.635,19.725,68.15,37.896
5/10/2011,0,0.4,18.863,20.413,68.375,17.66
6/10/2011,0,0.2,18.496,20.161,62.435,9.446
7/10/2011,0.086,2.4,10.971,13.309,70.261,30.851
8/10/2011,0,1.2,8.821,10.342,73,5.38
9/10/2011,0.026,1.2,6.688,8.913,76.917,3.943
10/10/2011,0,0.2,10.438,11.75,69.25,1.335
11/10/2011,0,0,18.454,18.704,70.375,26.078
12/10/2011,0.071,0.2,20.167,22.852,60.625,37.319
13/10/2011,0,0,13.417,15.239,80.652,4.795
14/10/2011,0.057,0,7.392,9.254,68.917,11.16
15/10/2011,0,0,3.863,6.025,74.292,17.416
16/10/2011,0.021,0,4.492,6.533,80.25,99.052
17/10/2011,0,0.2,6.679,8.113,79,141.079
18/10/2011,0,0.2,10.117,12.013,78.417,100.277
19/10/2011,0.022,0,10.613,13.039,62.696,59.592
20/10/2011,0.239,41.2,8.221,9.717,79.958,29.659
21/10/2011,0.33,6.4,3.5,5.05,94.958,27.548
22/10/2011,0.084,0.2,2.95,4.7,88.583,34.45
23/10/2011,0.037,0,3.625,6.146,84.292,81.254
24/10/2011,0.015,0,4.446,6.033,92.292,37.762
25/10/2011,0.105,3.2,10.179,11.596,83.25,43.534
26/10/2011,5.423,53.4,9.829,11.208,96.583,14.652
27/10/2011,0.627,0.2,7.65,7.4,90.217,2.369
28/10/2011,0.181,0,7.605,8.505,85.762,81.476
29/10/2011,0.11,0.4,8.05,8.857,86.913,58.008
30/10/2011,0.119,0,6.2,8.135,87.174,21.556
31/10/2011,0.052,0,6.463,8.625,85.083,41.024
1/11/2011,0.077,0.2,7.475,9.096,88.957,10.459
2/11/2011,0.058,0,7.842,9.586,86.095,74.882
3/11/2011,0.032,0,9.75,10.882,88.227,16.458
4/11/2011,0,0.4,11.017,13.468,78.909,24.925
5/11/2011,0.103,1.4,11.591,13.439,84.609,22.549
6/11/2011,0.052,3.4,9.621,10.752,95.048,42.266
7/11/2011,0.249,7.6,8.735,10.132,93.136,15.507
8/11/2011,0.995,10.6,10.27,12.148,88.261,2.534
9/11/2011,0.182,0.2,9.4,10.981,89.476,32.487
10/11/2011,0.296,0,7.954,9.73,88.609,8.851
11/11/2011,0,1.8,6.3,7.521,94.292,28.403
12/11/2011,0.146,0,3.852,5.591,85.591,4.068
13/11/2011,0.117,0,3.354,4.975,83.875,6.08
14/11/2011,0.002,0.6,5.238,6.433,80.083,50.213
15/11/2011,0.154,0.2,5.313,6.508,78.75,46.58
16/11/2011,0,0.2,4.5,5.579,81.042,20.565
17/11/2011,0.029,0.2,4.45,5.4,87.167,19.314
18/11/2011,0,0.4,6.908,7.542,84.25,13.734
19/11/2011,0.062,0.2,6.946,7.227,80.727,45.131
20/11/2011,0.021,0,6.279,6.248,86.957,14.054
21/11/2011,0,0.2,5.15,4.82,92.75,20.336
22/11/2011,0.085,3.2,3.448,4.229,97.381,18.782
23/11/2011,0.059,2,3.725,5.133,96.333,19.946
24/11/2011,0.046,0.2,3.296,4.508,94.958,17.174
25/11/2011,0.076,0.2,4.708,6.296,86.75,6.247
26/11/2011,0,0.2,7.3,7.767,84.333,15.092
27/11/2011,0,0.6,9.621,9.821,86.333,13.148
28/11/2011,0.066,0,6.7,7.922,86.522,11.155
29/11/2011,0,0.4,5.05,5.754,90.542,4.815
30/11/2011,0.122,0.4,6.121,6.85,90,19.326
1/12/2011,0.045,0.2,7.571,9.154,88.75,24.12
2/12/2011,0,3.2,8.546,10.691,86.957,7.882
3/12/2011,0.141,7.2,8.375,10.754,82.208,17.039
4/12/2011,0.349,14.4,7.379,10.029,74.208,8.519
5/12/2011,5.927,13.4,7.75,9.929,71.417,34.143
6/12/2011,3.992,0,5.671,6.463,87.75,15.924
7/12/2011,1.01,0.8,6.067,8.546,75.125,50.94
8/12/2011,0.708,0.2,8.983,10.508,68.083,18.256
9/12/2011,0.359,0,7.4,9.617,82.792,49.931
10/12/2011,0.547,2.8,7.308,10.042,92.583,57.646
11/12/2011,0.674,5.4,7.233,8.942,99.042,9.772
12/12/2011,2.403,32.8,6.471,8.513,97,16.096
13/12/2011,2.409,1,4.95,6.95,83.583,19.896
14/12/2011,1.552,8.2,7.013,9.217,81.417,8.598
15/12/2011,1.819,8.2,6.629,9.174,71.826,20.138
16/12/2011,3.103,20.8,6.3,8.622,62.792,10.057
17/12/2011,7.384,4,3.1,5.267,59.25,22.387
18/12/2011,2.06,0.2,0.304,1.517,75.565,7.662
19/12/2011,1.193,0.6,-1.95,-0.158,84.75,11.955
20/12/2011,0.915,1.4,-0.929,0.939,77.826,43.672
21/12/2011,0.694,0.2,0.688,1.65,79.792,12.71
22/12/2011,0.542,0,0.942,2.563,80.875,18.114
23/12/2011,0.437,0.2,4.4,4.679,80.792,27.259
24/12/2011,0.636,1.4,2.905,3.275,96.75,21.662
25/12/2011,0.583,5.6,-0.067,1.725,97.13,19.095
26/12/2011,0.508,3.2,0.591,2.396,90.391,5.467
27/12/2011,0.669,7.4,2.413,4.004,86.667,28.559
28/12/2011,0.482,1.2,5.471,5.281,85.524,35.971
29/12/2011,0.627,3.4,2.521,4.21,86.238,10.731
30/12/2011,0.522,1.6,1.291,3.147,91.158,13.754
31/12/2011,0.54,0.2,2.35,4.158,77.875,42.843
1/1/2012,0.478,0,4.975,6.438,84.292,23.464
2/1/2012,0.62,2.6,6.425,8.371,85.25,10.054
3/1/2012,3.245,16.2,3.258,3.97,97.913,26.248
4/1/2012,1.944,7.8,4.176,5.49,94.9,17.949
5/1/2012,1.748,15.2,3.433,5.213,81.042,1.332
6/1/2012,3.794,4.8,1.764,4.096,55.136,5.799
7/1/2012,1.884,0.2,4.283,5.754,63.625,57.486
8/1/2012,1.27,0,5.771,6.346,64.5,1.821
9/1/2012,0.988,0,3.504,5.448,73.522,8.57
10/1/2012,0.682,0,4.852,6.73,67.522,9.812
11/1/2012,0.739,0.2,5.4,6.641,71.955,21.625
12/1/2012,0.466,0,6.017,7.344,78.217,51.306
13/01/2012,0.57,0,4.796,7.065,70.348,43.941
14/01/2012,0.537,0,1.804,3.104,79.917,37.115
15/01/2012,0.382,0,0.754,1.967,81.792,20.648
16/01/2012,0.409,0.2,-1.758,-1.083,94,13.26
17/01/2012,0.361,0.2,-0.275,0.538,84.167,17.592
18/01/2012,0.323,0,2.904,3.238,81.458,32.64
19/01/2012,0.37,0,3.613,5.583,71.75,55.308
20/01/2012,0.369,0.2,4.504,6.767,70.417,7.646
21/01/2012,0.314,0,5.521,7.625,69.208,47.63
22/01/2012,0.338,0,6.513,9.208,57.625,10.854
23/01/2012,0.273,0.2,6.683,8.382,84.364,9.655
24/01/2012,0.315,0,3.75,5.506,87.25,15.546
25/01/2012,0.258,0,-0.817,1.823,75.227,47.948
26/01/2012,0.21,0.8,0.414,1.953,68.3,16.83
27/01/2012,0.228,0,1.371,2.746,71.708,53.121
28/01/2012,0.198,0.2,0.233,1.65,85.042,66.427
29/01/2012,0.303,2.4,-1.579,-0.288,96.542,92.68
30/01/2012,0.233,0,-4.361,-3.039,92.217,49.007
31/01/2012,0.249,0,-5.283,-3.857,95.348,114.178
1/2/2012,0.355,0,-6.396,-5.061,99.652,54.506
2/2/2012,0.351,0,-6.804,-5.213,100,40.679
3/2/2012,0.293,0,-9.117,-7.904,98.583,50.138
4/2/2012,0.318,0,-9.721,-8.488,97.25,46.438
5/2/2012,0.274,0,-9.342,-7.704,95.917,51.276
6/2/2012,0.267,0,-10.338,-9.217,85.696,45.204
7/2/2012,0.164,0,-8.792,-7.192,89.25,47.122
8/2/2012,0.187,0,-7.163,-5.633,80.125,43.629
9/2/2012,0.371,2,-5.963,-4.592,77.417,90.011
10/2/2012,0.476,0,-8.663,-7.083,96.083,44.814
11/2/2012,0.356,0,-9.108,-7.733,95.375,18.129
12/2/2012,0.366,0,-8.513,-7.917,92.25,5.183
13/02/2012,0.352,0,-8.338,-6.717,84.667,5.811
14/02/2012,0.334,7,-6.35,-4.3,78.375,26.046
15/02/2012,0.359,10,-1.863,0.771,76.208,18.556
16/02/2012,0.524,22.7,2.065,3.378,71.348,20.84
17/02/2012,0.91,44.2,2.788,5.158,76.458,20.547
18/02/2012,1.813,18.7,3.242,5.717,85.583,21.305
19/02/2012,4.475,12.6,2.683,5.467,84.208,17.736
20/02/2012,4.753,17,0.252,1.478,95.348,20.718
21/02/2012,2.723,9.8,-1.717,-0.532,93.591,2.136
22/02/2012,1.887,11.3,-1.138,0.967,83.714,3.901
23/02/2012,1.846,13.6,4.683,6.059,72.955,2.351
24/02/2012,3.857,4.6,12.183,13.021,59.79,5.551
25/02/2012,10.188,4.6,11.871,11.896,64.792,30.367
26/02/2012,9.525,7.2,4.935,6.035,85.652,38.862
27/02/2012,5.752,0.2,3.296,4.84,78.05,40.887
28/02/2012,3.842,0,5.978,6.936,75.182,34.553
29/02/2012,5.468,0,12.746,12.577,64.412,16.746
1/3/2012,8.708,0,13.035,13.891,68.857,8.645
2/3/2012,8.6,0,13.752,17.042,56.842,10.271
3/3/2012,6.759,0,11.233,13.423,52.364,64.667
4/3/2012,4.434,0,7.546,8.908,75.875,17.751
5/3/2012,3.55,7.2,5.961,7.582,86.682,25.948
6/3/2012,4.659,15.6,0.496,1.844,98.13,7.197
7/3/2012,4.086,1,1.346,3.327,83.591,5.566
8/3/2012,2.897,0.2,3.3,5.061,78.739,4.563
9/3/2012,2.269,0,1.05,3.259,77.227,8.548
10/3/2012,1.756,0.2,1.546,4.083,72.292,19.569
11/3/2012,1.508,0,3.767,6.238,68.125,35.051
12/3/2012,1.686,0,8.296,10.127,65.5,2.536
13/03/2012,1.136,0,8.325,9.804,67.375,5.667
14/03/2012,1.319,0.2,9.342,10.877,68,17.924
15/03/2012,1.513,0,13.217,14.191,65,12.047
16/03/2012,1.435,0,12.115,14.341,64.765,32.258
17/03/2012,1.217,0,11.292,13.546,54.083,21.962
18/03/2012,1.583,0,7.604,10.075,65.917,30.064
19/03/2012,1.374,0.4,7.517,10.396,60,5.883
20/03/2012,1.41,0.2,7.7,9.022,74.556,11.131
21/03/2012,1.068,0,9.855,12.07,68.3,5.915
22/03/2012,1,0,11.665,12.484,71.263,4.664
23/03/2012,1.167,0,12.941,14.506,44.529,5.651
24/03/2012,0.919,5.8,10.765,12.548,68.913,4.833
25/03/2012,0.979,0.4,10.15,12.363,67.368,1.822
26/03/2012,0.994,0,10.95,13.105,64.909,18.501
27/03/2012,0.844,0,10.861,12.429,59.524,39.681
28/03/2012,0.783,0,12.492,14.655,55.682,55.108
29/03/2012,0.724,0,14.213,16.996,44.217,59.38
30/03/2012,0.736,0,13.396,15.408,43.083,52.707
31/03/2012,0.696,0,13.039,16.2,51.348,31.553
1/4/2012,0.837,0,8.208,10.167,71.542,20.822
2/4/2012,0.494,0.2,9.792,10.2,80.917,79.946
3/4/2012,0.76,0.2,9.167,10.827,93.091,51.764
4/4/2012,0.535,0,10.339,11.1,90.455,50.728
5/4/2012,0.649,2,10.691,11.544,94.056,65.63
6/4/2012,0.776,0,8.637,11.54,78.733,54.753
7/4/2012,0.791,15,7.092,10.05,60.833,83.187
8/4/2012,1.694,13.6,2.808,4.792,76.125,99.594
9/4/2012,1.444,0.6,2.196,4.221,76.625,105.826
10/4/2012,1.206,0.4,7.325,8.465,74,63.909
11/4/2012,15.735,84.2,4.5,7.033,80.476,55.945
12/4/2012,12.808,6.4,6.4,9.325,70.75,97.663
13/04/2012,6.809,17.4,5.879,7.725,89.583,67.29
14/04/2012,20.718,32.8,4.096,5.8,95.083,37.061
15/04/2012,13.618,5.2,5.608,8.008,82.083,53.412
16/04/2012,10.654,23,4.813,6.208,95.833,35.063
17/04/2012,10.875,2,6.363,8.564,81.818,32.197
18/04/2012,6.201,13.6,5.332,8.255,77.682,18.641
19/04/2012,6.054,11,5.5,8.533,73.619,52.509
20/04/2012,9.787,19.4,4.617,8.03,71.25,35.548
21/04/2012,17.705,17.8,6.317,9.848,68.783,21.209
22/04/2012,8.256,2.4,7.622,10.755,52.318,23.324
23/04/2012,5.31,0.8,6.835,9.691,58.13,111.673
24/04/2012,8.471,21.6,6.004,8.973,60.455,28.528
25/04/2012,4.428,5.4,7.938,11.148,63.13,19.58
26/04/2012,2.443,0,12.159,13.333,73.714,34.994
27/04/2012,2.97,0,15.709,16.473,78.227,12.209
28/04/2012,2.451,0.2,17.768,19.016,76.526,43.899
29/04/2012,1.926,0.2,14.774,16.77,69.6,23.768
30/04/2012,1.658,3.4,14.024,15.339,73.833,30.32
1/5/2012,1.853,12.2,12.5,14.558,88.368,22.843
2/5/2012,1.472,0.2,12.422,14.8,74.4,22.726
3/5/2012,1.467,0,11.776,14.182,59.059,17.977
4/5/2012,1.384,0,11.183,14.358,52.053,98.224
5/5/2012,1.32,0.8,11.004,13.468,59.227,43.587
6/5/2012,1.391,12,9.596,11.591,76.273,71.132
7/5/2012,3.863,35.2,9.644,11.114,90.476,87.856
8/5/2012,1.766,0.2,12.696,13.684,76.158,44.519
9/5/2012,2.632,0,13.213,14.471,79.071,38.755
10/5/2012,1.921,0.2,16.2,17.375,77.188,47.51
11/5/2012,1.76,0,19.064,20.238,71.188,57.097
12/5/2012,1.75,0.2,21.583,22.037,66.474,50.741
13/05/2012,1.998,17.4,8.139,9.17,92.174,38.121
14/05/2012,1.465,0,4.343,6.142,86.917,93.723
15/05/2012,1.511,0.2,12.017,15.433,52.75,61.121
16/05/2012,1.218,1.4,6.696,8.346,75.125,19.243
17/05/2012,1.056,0.2,9.154,11.133,63.5,35.398
18/05/2012,1.01,0,11.417,13.129,65.083,102.432
19/05/2012,0.94,0.8,12.613,14.222,76.87,63.464
20/05/2012,1.428,24.6,11.413,12.341,91.136,65.812
21/05/2012,5.334,24.4,8.691,10.764,89.046,19.328
22/05/2012,3.278,0.4,9.892,11.879,84.042,30.037
23/05/2012,2.688,0.6,12.404,14.492,83,29.281
24/05/2012,2.305,0.4,16.367,18.709,75.696,44.262
25/05/2012,1.744,0.2,14.852,17.339,70.739,64.739
26/05/2012,1.508,0.4,12.544,14.665,73.261,16.245
27/05/2012,1.262,0.2,13.65,15.367,66.042,94.37
28/05/2012,1.212,4.2,13.165,15.4,71.15,17.362
29/05/2012,0.959,0.2,15.422,17.468,72.316,25.338
30/05/2012,1.154,9,16.138,17.805,76.773,31.542
31/05/2012,0.907,5.4,17.514,19.418,71.227,35.709
1/6/2012,0.699,0,15.677,19.23,68.217,12.31
2/6/2012,0.699,0,17.926,20.457,66.087,7.96
3/6/2012,0.675,0,17.548,20.104,61.696,7.196
4/6/2012,0.647,7.2,12.5,14.586,71.682,2.386
5/6/2012,0.699,0,14.862,16.896,73,30.009
6/6/2012,0.536,0,16.655,19.276,62.619,24.307
7/6/2012,0.438,0,17.265,19.86,68.5,12.028
8/6/2012,0.53,0,19.715,21.4,64.091,5.396
9/6/2012,0.429,0,19.07,20.909,52.522,8.862
10/6/2012,0.38,13.8,13.752,16.535,56.565,17.82
11/6/2012,0.699,8,13.526,17.31,59.857,4.5
12/6/2012,0.78,13.4,12.64,15.533,68.333,36.655
13/06/2012,0.406,0.2,13.006,15.842,51.368,1.785
